judul_lagu;artist;mood;link_play
Arabian Nights (2019);Will Smith;Happy;https://open.spotify.com/track/6ZxPYutGhjLTrcmvcshCa4
Firestone;Kygo;Sad;https://open.spotify.com/track/1I8tHoNBFTuoJAlh4hfVVE
Tak Ingin Usai - Duet Version;Keisya Levronka;Sad;https://open.spotify.com/track/0qPiK7vHmTMAckxIgKETN9
Hingga Nanti;Vidi Aldiano;Sad;https://open.spotify.com/track/5dd8CjRnvomx6tvnkp8kvP
Someone In The Crowd;Emma Stone;Energetic;https://open.spotify.com/track/39ncDMVidHOeQgeC5anYZM
100;SuperM;Energetic;https://open.spotify.com/track/65x81o2eIyfQT6hpQkCKhj
Ramadan - English Version;Maher Zain;Sad;https://open.spotify.com/track/2lOjWHs4JLS0yCBKN9BQK1
the last great american dynasty;Taylor Swift;Happy;https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt
Numb;Linkin Park;Energetic;https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h
Sexual;NEIKED;Happy;https://open.spotify.com/track/5fKBwqSTuCbnJlCOpeRa3o
Mastermind;Taylor Swift;Sad;https://open.spotify.com/track/7FmYn9e7KHMXcxqGSj9LjH
Trivia 起 : Just Dance;BTS;Energetic;https://open.spotify.com/track/4YDHRtzm0OGuieCTVQjVuk
Mungkin Nanti;Peterpan;Energetic;https://open.spotify.com/track/5SONgS4WAxN7YxuLFBg2dF
Down;Jay Sean;Happy;https://open.spotify.com/track/6cmm1LMvZdB5zsCwX5BjqE
King's Dead (with Kendrick Lamar, Future & James Blake);Jay Rock;Energetic;https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
Outta My Head (with John Mayer);Khalid;Happy;https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP
Hidup Tanpamu;Keisya Levronka;Sad;https://open.spotify.com/track/04VEB5LZ6slykz3tXTmYpY
Sampaikan Sayangku Untuk Dia;Iqbaal Dhiafakhri;Sad;https://open.spotify.com/track/5zSwPg3ywghywIqyujVXVH
Setengah Tahun Ini;Hindia;Happy;https://open.spotify.com/track/3gh6fwjy391Z59WiCdbyVk
WFM;RealestK;Sad;https://open.spotify.com/track/1DNA2z7Txysjk3cNz2nDLm
Nightmare;Halsey;Happy;https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc
F*ck My Life;SEVENTEEN;Happy;https://open.spotify.com/track/3tgWMPOY4stCdKYj5NjrAe
Pandangan Pertama;RAN;Happy;https://open.spotify.com/track/7vARkAvliy40kkanvCQvSR
New Man;Ed Sheeran;Happy;https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG
In My Room (feat. Ty Dolla $ign & Tyga);Yellow Claw;Happy;https://open.spotify.com/track/4lqEFIB9YZl8BwR99L5H3b
Seperti Tulang;Nadin Amizah;Sad;https://open.spotify.com/track/5JkqtXOEny6plNCmLilBal
Ratusan Purnama (feat. Marthino Lio);Melly Goeslaw;Sad;https://open.spotify.com/track/1nGqBrAtKBV8E59NzauwTe
Voor Dilan #V - Di Mana Kamu;The Panasdalam Bank;Calm;https://open.spotify.com/track/3RwnmDMOsIuOzpWtinW3On
Bimbang;Melly Goeslaw;Sad;https://open.spotify.com/track/4aG1OTkWookWM4UdkaV4Iy
"Flashlight - From ""Pitch Perfect 2"" Soundtrack";Jessie J;Happy;https://open.spotify.com/track/4rkUEE5iTzG0szS8k8QzqR
1 Billion Views;EXO-SC;Happy;https://open.spotify.com/track/4gGZc6MMYavM5KFS2zwOVL
Harus Bahagia;Yura Yunita;Happy;https://open.spotify.com/track/6nPZx4xtBSX1x641ktitSY
Hands;Mike Perry;Happy;https://open.spotify.com/track/7ydN6k1pLu6GRJsJpFXnYu
Head Above Water;Avril Lavigne;Energetic;https://open.spotify.com/track/7gY3cyGcB2wnk2xDXiA0pe
Sampai Kapan;Ziva Magnolya;Calm;https://open.spotify.com/track/1zuPLNlCld1Iowwnyc6aqz
honey;boy pablo;Happy;https://open.spotify.com/track/3MMLO6TUL07tze9IXud0Vc
Dad;D.O.;Sad;https://open.spotify.com/track/0p4AJ91CdS1k8ibpguPJg5
Definisi Bahagia - Piano Version;Vidi Aldiano;Sad;https://open.spotify.com/track/7ylEw8ekFtft4Y35BRuKea
Love Myself;Hailee Steinfeld;Energetic;https://open.spotify.com/track/4cH7XOPBjVUD5Mwo9F2TVz
Kereta Ini Melaju Terlalu Cepat;Nadin Amizah;Sad;https://open.spotify.com/track/2VyWEOCnjt3C5ukKqXkGAF
Diam Keroncong;Payung Teduh;Calm;https://open.spotify.com/track/4so9pTT3Sc5g6MikgT38Uo
Lonely;JONGHYUN;Sad;https://open.spotify.com/track/5efB9wfc6dn3pzll9ElIrH
Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long);Kodak Black;Energetic;https://open.spotify.com/track/4g1Ant3Me43Cm5Lx91bV8e
NAKKA (with IU);AKMU;Happy;https://open.spotify.com/track/4t2FIqZJORKZGSKg30SShr
Silver Rain;Rendy Pandugo;Happy;https://open.spotify.com/track/2Pl10WFBTK543rUB17BLnw
Dreaming;NCT DREAM;Happy;https://open.spotify.com/track/00Qg5kk0QM1UtQMXPEPo7j
Pada Satu Cinta;Glenn Fredly;Sad;https://open.spotify.com/track/4D4pU10KI6Nz4ybf4c5BJI
Keeping Tabs;NIKI;Energetic;https://open.spotify.com/track/2zz4plJxtgMIsQg5SMl2Bg
Sorry, Heart;NCT DREAM;Sad;https://open.spotify.com/track/6GKShCAPVjtOWJTH5tcSoj
Con La Brisa;Foudeqush;Calm;https://open.spotify.com/track/2LSsSV7V33wM9EKQA2xjGS
Crazy Little Thing Called Love - Remastered 2011;Queen;Happy;https://open.spotify.com/track/6xdLJrVj4vIXwhuG8TMopk
Teenage Mona Lisa;Alfie Castley;Happy;https://open.spotify.com/track/4CnA1w7WulFrRPehCWDULz
How Deep Is Your Love;Calvin Harris;Energetic;https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s
Can You Feel the Love Tonight;Beyoncé;Sad;https://open.spotify.com/track/1zSKtBze2IReYU44W0lDzd
Lost in the Fire (feat. The Weeknd);Gesaffelstein;Energetic;https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS
Better Than Gold;NCT DREAM;Happy;https://open.spotify.com/track/0tIkUSA5njpsBaTAx3z25z
Stupid Love;Lady Gaga;Happy;https://open.spotify.com/track/7yBbV2k2S2uhaQc24NF2xt
Where The Love Goes (feat. Oskar Flood);Anjulie;Energetic;https://open.spotify.com/track/5nV4nOYPxJPB92gZwk60Ms
CLAP;SEVENTEEN;Happy;https://open.spotify.com/track/19t5GSN3XsLB7UOsZD8Fwv
The Nights;Avicii;Happy;https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
Drag Me Down;One Direction;Happy;https://open.spotify.com/track/2K87XMYnUMqLcX3zvtAF4G
Panah Asmara;Afgan;Happy;https://open.spotify.com/track/2n5MdJ8bdz4QYOTdeZaBd5
Money In The Grave (Drake ft. Rick Ross);Drake;Energetic;https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
Black Suit;SUPER JUNIOR;Happy;https://open.spotify.com/track/0cCm1PbOd6nqAPDdA3PRfs
Marvin Gaye (feat. Meghan Trainor);Charlie Puth;Happy;https://open.spotify.com/track/3rKYiySCDMUKTw5kGVVhaa
Déjà Vu;NCT DREAM;Energetic;https://open.spotify.com/track/73TM9iCEp8VtKZNXZADbQb
Jingle Bell Rock;Bobby Helms;Calm;https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
all the good girls go to hell;Billie Eilish;Calm;https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
Gimme Love;Joji;Sad;https://open.spotify.com/track/0HItcI6qN6Dr4MC3CZryQh
Ingin Hilang Ingatan;Rocket Rockers;Sad;https://open.spotify.com/track/2dPE3VkQ62Ob5rRFi2hdOs
One More Light;Linkin Park;Sad;https://open.spotify.com/track/3xXBsjrbG1xQIm1xv1cKOt
Mama Cry;YNW Melly;Energetic;https://open.spotify.com/track/2fSW54bA6x2iWePU7rpCiP
Tak Bisa Bersama;Vidi Aldiano;Sad;https://open.spotify.com/track/78peDoEl3lQZtpCmtbida6
Quiet Down;NCT DREAM;Happy;https://open.spotify.com/track/3l8JuoE2LHb7hiFo7lKrkh
Chicken Noodle Soup (feat. Becky G);j-hope;Energetic;https://open.spotify.com/track/2y6Ty2NPAsP84XJAtzLxuk
O.O.O (Over&Over&Over);Girls Planet 999;Happy;https://open.spotify.com/track/6k3U1g0Tu11V1AcVzSt6re
Sailor;GAC (Gamaliél Audrey Cantika);Energetic;https://open.spotify.com/track/5qgnbfIA6JjwgSuzSnJi8I
PICK ME;PRODUCE 48;Happy;https://open.spotify.com/track/7aZNzeskYfEkMi20u6rDRu
Wanitaku;Noah;Energetic;https://open.spotify.com/track/1UJU9I9Xod2cOLFSLoeRhm
Trust Fund Baby;TOMORROW X TOGETHER;Sad;https://open.spotify.com/track/20pl0RVGT7P6L1Jr9p51nw
Terpesona;Glenn Fredly;Happy;https://open.spotify.com/track/6qwfoMraQPpe9dYhx78EsO
Ramadhan Tiba;Opick;Happy;https://open.spotify.com/track/06tjI6ZyMgSwISedNcldUw
Ku Ingin Memilikimu;Brisia Jodie;Sad;https://open.spotify.com/track/20ErPO4psH5LxvuY5r4P2K
Giant (with Rag'n'Bone Man);Calvin Harris;Happy;https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
Say It First;Sam Smith;Sad;https://open.spotify.com/track/4K1vOdIFqskQv3zoI0FdAk
Growing Pains;Alessia Cara;Energetic;https://open.spotify.com/track/003eoIwxETJujVWmNFMoZy
Tanpa Kekasihku;Agnes Monica;Sad;https://open.spotify.com/track/38z4BczvssOPwck6vP53Kd
mirrorball;Taylor Swift;Sad;https://open.spotify.com/track/0ZNU020wNYvgW84iljPkPP
All Mine;Kanye West;Calm;https://open.spotify.com/track/3U21A07gAloCc4P7J8rxcn
Kanyaah;Nadin Amizah;Sad;https://open.spotify.com/track/0PYrcn09qxYeOakSY8NlHP
Damn I Love You;AGNEZ MO;Happy;https://open.spotify.com/track/0J4gt31138eoW6jgO4y9zf
22 (Taylor's Version);Taylor Swift;Happy;https://open.spotify.com/track/3yII7UwgLF6K5zW3xad3MP
These Nights;88rising;Happy;https://open.spotify.com/track/5795rPYTG0IWVfSJoptauo
Persimpangan Lara;L.Y.O.N;Sad;https://open.spotify.com/track/19fNYe2jc2lxkJB1Mb4QLa
APESHIT;The Carters;Energetic;https://open.spotify.com/track/62GXGpd73vslqIBHq8XqOx
Future Ghost (feat. Violette Wautier);Weird Genius;Energetic;https://open.spotify.com/track/3LcAn7vLisYcHAnACmLvO1
Mama Said;Lukas Graham;Happy;https://open.spotify.com/track/5ArQzSBevAdXTxRY6Ulhbq
Crisis (feat. 21 Savage);Rich Brian;Happy;https://open.spotify.com/track/60KSdUUY3dtPOFpvTf0wNm
I PROMISE YOU (I.P.U.) - Special Theme Track;Wanna One;Happy;https://open.spotify.com/track/5nCAtya8Lv2NMdHTrmznqs
Jam Makan Siang;Hindia;Happy;https://open.spotify.com/track/3TRWJr4S3evnXhXtJ304MC
7 Days;NCT DREAM;Happy;https://open.spotify.com/track/0nsL0AalAUFNCi7DYhnihQ
Dibanding Dia;Lyodra;Sad;https://open.spotify.com/track/6ZlGasXMModY9Tjv60FS10
We Do;R3HAB;Energetic;https://open.spotify.com/track/5G2PlOSygY1EKG5zXjRLay
SMILEY(Feat. BIBI);YENA;Happy;https://open.spotify.com/track/4zCIxSnVWpGNghERX4uWZF
Segelas Berdua;Fourtwnty;Sad;https://open.spotify.com/track/2XGh6vPxKBII4AfAwL2QOl
Holiday;Girls' Generation;Happy;https://open.spotify.com/track/1Bjy9ZtwMle3uhVgoBgiGN
BREATHE;LeeHi;Sad;https://open.spotify.com/track/6G4z9WbxyEeWdEQTfShACT
MONOPOLY (with Victoria Monét);Ariana Grande;Calm;https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P
you!;LANY;Energetic;https://open.spotify.com/track/2VMhO32IsyhshnUoKhjCBE
I Need U;BTS;Happy;https://open.spotify.com/track/3wQnyXNFXNUEOBt1pb4urq
seoul (prod. HONNE);RM;Happy;https://open.spotify.com/track/1sKsYTGy8XfHjCYqcudqG5
Teddy Bear;NCT DREAM;Sad;https://open.spotify.com/track/4j8hB6XdIYspmYbFsBk1DD
ILYSB;LANY;Sad;https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
Split - Live at The Wiltern;NIKI;Sad;https://open.spotify.com/track/64Z5S2oDnFP6b8AR9g3OmG
Bojo Galak;Nella Kharisma;Happy;https://open.spotify.com/track/6s2IiupkCL8etbkk1ZNrQc
Suket Teki;Didi Kempot;Happy;https://open.spotify.com/track/0BTYXGoq9b6REw7BQmmFxZ
Say Yes;Loco;Energetic;https://open.spotify.com/track/27zrFrtUtWl2urlvjOn5xc
Cheerleader - Felix Jaehn Remix Radio Edit;OMI;Happy;https://open.spotify.com/track/7vFoFDWqTX0mHzLfrF1Cfy
Be Okay Again Today;Pamungkas;Happy;https://open.spotify.com/track/0fwnSnfje2Q77YovfLmrH4
34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix;Ariana Grande;Happy;https://open.spotify.com/track/3jjBPF4NDMCU51psU8JPpR
Friend Like Me;Will Smith;Happy;https://open.spotify.com/track/5f2TWu6R2YYCJtLQ0fP78H
medicine;Bring Me The Horizon;Energetic;https://open.spotify.com/track/3GHtEaicELsTViK08EXEQQ
Is That For Me;Alesso;Happy;https://open.spotify.com/track/2KwojFDebQV4J2b0JMRR5Q
Memiliki Dirinya;Gustixa;Sad;https://open.spotify.com/track/50oqMVJHixV7XkbTlMi4lz
Hypnotised;Coldplay;Calm;https://open.spotify.com/track/5LXj9Ch3O9ATm1NoHT8GXn
We Are The Champions - Remastered 2011;Queen;Sad;https://open.spotify.com/track/1lCRw5FEZ1gPDNPzy1K4zW
Demi Cinta;Kerispatih;Energetic;https://open.spotify.com/track/2SscarnRY3zdkORvPu9JGZ
Puan Bermain Hujan;Payung Teduh;Sad;https://open.spotify.com/track/3EwuBUGd74g0h6i5ek0PS5
Hearts Don't Break Around Here;Ed Sheeran;Sad;https://open.spotify.com/track/2dfHh7ECGxfNqZTQno09Vk
Daydream (백일몽);j-hope;Happy;https://open.spotify.com/track/56sdcbPR74RxqmKVbQzJ8s
Wasted Times;The Weeknd;Sad;https://open.spotify.com/track/7DKS0rX27cCEPsK0R6tFWS
I Don't Mind;Vidi Aldiano;Happy;https://open.spotify.com/track/53G5qcU5dac7NmhvRY9HT6
In the Night;Saxx in the City;Happy;https://open.spotify.com/track/1rdH5fBweoMY9TxYjlGh3c
Rolling in the Deep;Adele;Happy;https://open.spotify.com/track/4OSBTYWVwsQhGLF9NHvIbR
You Can Cry;Marshmello;Energetic;https://open.spotify.com/track/3ZbJMlEL4Kcme0ONRO7Slx
Bounce Back;Big Sean;Energetic;https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
Nadir;Fiersa Besari;Sad;https://open.spotify.com/track/3p899LtNINGXGFsVoei9k5
Small Talk;Katy Perry;Happy;https://open.spotify.com/track/4NmE2ytXI8S2svTRSmEdpO
Tentang Dirimu;Raisa;Sad;https://open.spotify.com/track/3bmXgYYOa7TwkgSEpoi2wt
Four Seasons;TAEYEON;Happy;https://open.spotify.com/track/4ytyLpIwUXbdFsNOvgNnmP
Magic;Thomas Gold;Energetic;https://open.spotify.com/track/7GYLsGlCPqSkLBNDC5mVyl
Homicide (feat. Eminem);Logic;Happy;https://open.spotify.com/track/7M2tXmeS15NAzEn7ABFeBg
Get Me (feat. Kehlani);Justin Bieber;Happy;https://open.spotify.com/track/5VwwpU7KsLhgfbMEecedhJ
Heavy Heart;RIO;Sad;https://open.spotify.com/track/4KdJekSGPPhAU52BmDZIOY
BELIEVE IT;PARTYNEXTDOOR;Happy;https://open.spotify.com/track/6WHZvtFnceMMv08gUCHR0y
Lose Control;MEDUZA;Happy;https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
No matter;EXO;Energetic;https://open.spotify.com/track/5fumVsa0IxAEJvHHu2F2k5
러시안 룰렛 Russian Roulette;Red Velvet;Happy;https://open.spotify.com/track/5HiSc2ZCGn8L3cH3qSwzBT
Straight To You;Stephanie Poetri;Energetic;https://open.spotify.com/track/58bpEULoDFAMC9CBuRKYaA
Villain;Yellow Claw;Happy;https://open.spotify.com/track/4rn8Q3lJZTZ28hgEjvXBu2
Where Were You In The Morning?;Shawn Mendes;Sad;https://open.spotify.com/track/376Gg7Oxo5C5jUWDWpVXeI
Lost In Your Light (feat. Miguel);Dua Lipa;Energetic;https://open.spotify.com/track/1v3bR4v6SruaE8efrTUqqp
LAST DANCE;BIGBANG;Sad;https://open.spotify.com/track/7ijWcf4FsoxoyPK4B9WGp6
Cinta Terbaik;Cassandra;Sad;https://open.spotify.com/track/0Afs1hDADIDxx31FyJIEXm
Round And Round;HEIZE;Calm;https://open.spotify.com/track/3vAncbML0jhNrp63DKhsCo
Mabuk Cinta;Armada;Happy;https://open.spotify.com/track/7gWcfdZVM1uunqG6trmQVG
Te Molla - 2019 Version;Arnon;Sad;https://open.spotify.com/track/48ZTR4KAxF6CYkIXW6V46h
Paman Tua;Nadin Amizah;Calm;https://open.spotify.com/track/4WwsjFguFdrwdid3bbV5mq
Our Summer;TOMORROW X TOGETHER;Energetic;https://open.spotify.com/track/22PEycypPsZpzlMxTgukiQ
It’s Yours;NCT DREAM;Happy;https://open.spotify.com/track/0a4svaW6XiBnyoXECjcmGw
Time Will Tell;TheOvertunes;Sad;https://open.spotify.com/track/54rIvxM8v39Ya81s7cCUOW
Story of My Life;One Direction;Energetic;https://open.spotify.com/track/4nVBt6MZDDP6tRVdQTgxJg
bad idea;Ariana Grande;Happy;https://open.spotify.com/track/5Il6Oe7lr5XM7A0cWbVQtr
Layang Kangen;Didi Kempot;Happy;https://open.spotify.com/track/1wBT9CCMt0pLE9087GC7sa
Lost Boy;Ruth B.;Sad;https://open.spotify.com/track/4h0zU3O9R5xzuTmNO7dNDU
A Lovely Night;Ryan Gosling;Sad;https://open.spotify.com/track/4r9hiElqKWMPT4Z3vN2exq
Forever Only;JAEHYUN;Happy;https://open.spotify.com/track/0fN27m84ofEpWHGwJ0THYz
Bersenyawa;Dengarkan Dia;Sad;https://open.spotify.com/track/3QrnRJeoX05fArnChOgXWi
a lot;21 Savage;Energetic;https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
Ko Ko Bop - Chinese Version;EXO;Happy;https://open.spotify.com/track/2UYG331lOP6amEWplE7eno
Trivia 承 : Love;BTS;Energetic;https://open.spotify.com/track/6bSwpQYEguyMlkCoWiBt3Y
"Masih Berharap - From ""Ayat Ayat Cinta 2""";Isyana Sarasvati;Sad;https://open.spotify.com/track/7MwHlQZiYKXjHm5H66jbHo
Sewu Kutho;Didi Kempot;Happy;https://open.spotify.com/track/6Vi03GGTJRZCclTig5cAXy
Perempuanku;Irwansyah;Sad;https://open.spotify.com/track/7LPM7izo6bPUrvnI9EJ4em
Leo (feat. BAEKHYUN);BOL4;Sad;https://open.spotify.com/track/0kvtiq8qll4OTfDXvrkXEF
To My World;PRODUCE X 101;Happy;https://open.spotify.com/track/1HH1pVuzO0mWRWWjVKGFtD
Let Go;BTS;Energetic;https://open.spotify.com/track/1OqDvYVDhJyFZny7XlfIyZ
Burn It Up;Wanna One;Happy;https://open.spotify.com/track/44u6id0tBroYZPLSNCHMnl
Belum Tidur;Hindia;Sad;https://open.spotify.com/track/0ufk0A6oErK7oAgeMZWJFg
NASA;Ariana Grande;Calm;https://open.spotify.com/track/4uTvPEr01pjTbZgl7jcKBD
Gravity;EXO;Happy;https://open.spotify.com/track/5SkQThmerj0t27qPYYHVGf
Beautiful goodbye;CHEN;Sad;https://open.spotify.com/track/5lEvC4905fBtL9GjJKionT
Love on Me;Galantis;Happy;https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF
Aku dan Dirimu (feat. Bunga Citra Lestari);Ari Lasso;Sad;https://open.spotify.com/track/58ZJzgPhExb5KhrEhY450V
Blue Orangeade;TOMORROW X TOGETHER;Energetic;https://open.spotify.com/track/3HHFOztnhfIWxjOr2s06sw
Runaway (U & I);Galantis;Energetic;https://open.spotify.com/track/46lFttIf5hnUZMGvjK0Wxo
Kepastian;Aurelie Hermansyah;Sad;https://open.spotify.com/track/60LfaG2kxJu41G6ViEmTtU
Jaga Slalu Hatimu;Seventeen;Sad;https://open.spotify.com/track/3YZQseFqB5LVy9VcfVv7dp
AYA;MAMAMOO;Happy;https://open.spotify.com/track/4BZXVFYCb76Q0Klojq4piV
Mia & Sebastian’s Theme;Justin Hurwitz;Calm;https://open.spotify.com/track/1Vk4yRsz0iBzDiZEoFMQyv
Nevertheless;Night Off;Sad;https://open.spotify.com/track/6fG9JVdUx4Ttks3tDwQMRs
The Way I Am;Charlie Puth;Happy;https://open.spotify.com/track/6qNALlmZa1ESnCxJmXE1K9
Bartier Cardi (feat. 21 Savage);Cardi B;Energetic;https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
You Don't Own Me (feat. G-Eazy);SAYGRACE;Energetic;https://open.spotify.com/track/6KI1ZpZWYAJLvmVhCJz65G
Hard Times;Paramore;Happy;https://open.spotify.com/track/0w5Bdu51Ka25Pf3hojsKHh
Summer;Marshmello;Energetic;https://open.spotify.com/track/1Hk0QRlUFCHYG6zIvUh0Xd
Jadi Milikku;Marcell;Sad;https://open.spotify.com/track/29euE2RV1DoN6aJXm3wmcS
Thick And Thin;LANY;Energetic;https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8
FAKE LOVE - Rocking Vibe Mix;BTS;Energetic;https://open.spotify.com/track/1WjGvMbHE23jEipydV80Mu
this is me trying;Taylor Swift;Sad;https://open.spotify.com/track/7kt9e9LFSpN1zQtYEl19o1
Love On The Brain;Rihanna;Energetic;https://open.spotify.com/track/5oO3drDxtziYU2H1X23ZIp
Introvert (feat. Joji);Rich Brian;Happy;https://open.spotify.com/track/3qbqWUDl9j09PeBaQ6CZgr
Sorak Sorai;Nadin Amizah;Calm;https://open.spotify.com/track/4K8nVpYLiT3IZByxPVaPV0
Jejak Langkah Yang Kau Tinggal;Tohpati;Sad;https://open.spotify.com/track/0kMqNB9yJYPEK4h95mxd28
Red Sun!;VIVIZ;Happy;https://open.spotify.com/track/5mxK8CuKCqxW7HlBjBtmRS
This Town (feat. Sasha Alex Sloan);Kygo;Sad;https://open.spotify.com/track/4aSfgWmRa9KsISD4Jmx7QB
Got That Boom;SECRET NUMBER;Happy;https://open.spotify.com/track/0DeQ1opuBngW7CapWLfa2q
Menanti Sebuah Jawaban;Padi;Energetic;https://open.spotify.com/track/0ZiMNsLNdvq4KWSPBi71DK
Cinta (Acoustic);GAC (Gamaliél Audrey Cantika);Sad;https://open.spotify.com/track/2gOlrylXMzHa4Ie0aB9Pr8
Fuck Love (feat. Trippie Redd);XXXTENTACION;Energetic;https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
Lust For Life (with The Weeknd);Lana Del Rey;Sad;https://open.spotify.com/track/0mt02gJ425Xjm7c3jYkOBn
Came Here for Love;Sigala;Happy;https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD
My Pace;Stray Kids;Happy;https://open.spotify.com/track/4yJUQqcnYkDafFzguSbZAl
Thursday's Child Has Far To Go;TOMORROW X TOGETHER;Happy;https://open.spotify.com/track/04CHEoMbrLOiX8co3EG5dO
One Day (feat. Ryan Tedder);Logic;Energetic;https://open.spotify.com/track/6e2PtJYcltVk76nLwxBzRn
Biarkanlah;Raisa;Sad;https://open.spotify.com/track/0FERqRAVmXwPasxY5Jt8k1
Body Moves;DNCE;Happy;https://open.spotify.com/track/2igbKtoBMXdYgYPkCpl0V4
seven;Taylor Swift;Sad;https://open.spotify.com/track/6KJqZcs9XDgVck7Lg9QOTC
Filthy;Justin Timberlake;Happy;https://open.spotify.com/track/5ZpjODX6OH1xZs3AOewTO6
Barcelona;Ed Sheeran;Happy;https://open.spotify.com/track/3Lfiu5sZ4M4B6JaKMBc0FU
Benar Cinta;Hanin Dhiya;Sad;https://open.spotify.com/track/7nG9CHpSwPyONyB8hdlZ5k
NEVER;Sons of People;Happy;https://open.spotify.com/track/095rDYLjAHYmis3vU8gRxo
Road Trip;NCT 127;Happy;https://open.spotify.com/track/0jS4qKkqJYcWduWv02JFKI
Cinta;GAC (Gamaliél Audrey Cantika);Happy;https://open.spotify.com/track/1UyWxFH6K5RRPReQtHYo7q
Pingal;Guyon Waton;Happy;https://open.spotify.com/track/7oT80u93j4B5HSs2GBpT2S
Satu Nama;DUO JEREMY;Sad;https://open.spotify.com/track/11Ov2tVI4Xi1vyPf3pESm9
Rockin' Around The Christmas Tree;Brenda Lee;Happy;https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
Body Like A Back Road;Sam Hunt;Happy;https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
Burning;Sam Smith;Sad;https://open.spotify.com/track/2mb6YdoavL6db22p7XKJQZ
What U do?;EXO;Happy;https://open.spotify.com/track/5NB0u5gWcwH1D6y3euVSKI
Rinduku;Ghea Indrawari;Sad;https://open.spotify.com/track/0z7pLi3RUtXQmAGllnzvFI
OK!;NCT U;Happy;https://open.spotify.com/track/58mfBDcqsmFuP4ywJ5AuWx
Make Me... (feat. G-Eazy);Britney Spears;Happy;https://open.spotify.com/track/7JGoiIouGqreRXOrHFAIyr
Likey;TWICE;Energetic;https://open.spotify.com/track/0IEVKWduAaMcZepZQVr80T
Blow Your Mind (Mwah);Dua Lipa;Energetic;https://open.spotify.com/track/7kJlTKjNZVT26iwiDUVhRm
Monster;EXO;Energetic;https://open.spotify.com/track/7GbUWl6qLW1gdngbEV2WDJ
FLOWER ROAD;BIGBANG;Happy;https://open.spotify.com/track/5tmKSkKHNVrxh4Fctj2TdS
Lost In Japan - Remix;Shawn Mendes;Energetic;https://open.spotify.com/track/575NJxNUVDqwJGdzBrlLbv
Faded In My Last Song;NCT U;Happy;https://open.spotify.com/track/6xOfdH7XjM8ImGLXBOtdgE
I See Love;Jonas Blue;Happy;https://open.spotify.com/track/0Ffmo50Ce6QpMDcHyFCtKL
Famous;Kanye West;Energetic;https://open.spotify.com/track/19a3JfW8BQwqHWUMbcqSx8
Kunci Hati;Afgan;Sad;https://open.spotify.com/track/4coEIOJzz6eJsFvrzdYo4y
Lotto;EXO;Happy;https://open.spotify.com/track/6ukWoX4AHV76JdYVdKRPk8
Can You Hear My Heart (feat. LEE HI);Epik High;Sad;https://open.spotify.com/track/7n5eQJYX7e6H5gkzgyEfQG
Bahagia;GAC (Gamaliél Audrey Cantika);Happy;https://open.spotify.com/track/1FqA1hu2s1M9sNiZBy81T4
Perfect Illusion;Lady Gaga;Happy;https://open.spotify.com/track/56ZrTFkANjeAMiS14njg4E
Run;Joji;Energetic;https://open.spotify.com/track/3AkdSFo7quCZ781KCqNK0T
The Ways (with Swae Lee);Khalid;Happy;https://open.spotify.com/track/5jyyPsIGM2yqkZN9R3TmvN
Cat & Dog;TOMORROW X TOGETHER;Energetic;https://open.spotify.com/track/3RsEvBUaNT9MXqUvQVuK1G
Tak Pernah Setengah Hati;Tompi;Sad;https://open.spotify.com/track/1fQXGG0sFipvXLpfZNBnCw
Spoil My Night (feat. Swae Lee);Post Malone;Sad;https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
